"Departamento","Código Departamento","Municipio","Código Municipio","Programa","Año de asignacion","No. SFV Asignados","Valor Asignado","Tipo de suelo"
"CÓRDOBA","23","LORICA","23,417","CMC","2,025","322","5,023,200,000","URBANO"
"CÓRDOBA","23","MOMIL","23,464","CMC","2,025","414","6,458,400,000","URBANO"
"CÓRDOBA","23","MONTELÍBANO","23,466","CMC","2,025","298","4,517,470,942","URBANO"
"CÓRDOBA","23","MONTERÍA","23,001","CMC","2,024","17","265,200,000","URBANO"
"CÓRDOBA","23","MONTERÍA","23,001","CMC","2,025","573","8,938,983,028","URBANO"
"CÓRDOBA","23","PLANETA RICA","23,555","CMC","2,025","299","4,664,142,849","URBANO"
"CÓRDOBA","23","PUEBLO NUEVO","23,570","CMC","2,024","69","1,076,059,153","URBANO"
"CÓRDOBA","23","PUEBLO NUEVO","23,570","CMC","2,025","229","3,572,384,263","URBANO"
"CÓRDOBA","23","PUERTO ESCONDIDO","23,574","CMC","2,025","49","764,397,497","URBANO"
"CÓRDOBA","23","PUERTO LIBERTADOR","23,580","CMC","2,025","79","1,099,680,000","URBANO"
"CÓRDOBA","23","SAN ANDRÉS DE SOTAVENTO","23,670","CMC","2,024","29","452,400,000","URBANO"
"CÓRDOBA","23","SAN ANDRÉS DE SOTAVENTO","23,670","CMC","2,025","462","7,207,196,596","URBANO"
"CÓRDOBA","23","SAN CARLOS","23,678","CMC","2,025","275","4,290,000,000","URBANO"
"CÓRDOBA","23","TIERRALTA","23,807","CMC","2,025","705","10,866,656,399","URBANO"
"CÓRDOBA","23","VALENCIA","23,855","CMC","2,024","1","15,600,000","URBANO"
"CÓRDOBA","23","VALENCIA","23,855","CMC","2,025","211","3,291,599,548","URBANO"
"CUNDINAMARCA","25","CAJICÁ","25,126","CDVD","2,022","80","960,000,000","URBANO"
"CUNDINAMARCA","25","CAJICÁ","25,126","CDVD","2,023","170","2,003,938,537","URBANO"
"CUNDINAMARCA","25","CHÍA","25,175","CDVD","2,022","249","2,988,000,000","URBANO"
"CUNDINAMARCA","25","FUSAGASUGÁ","25,290","CDVD","2,023","250","2,983,264,931","URBANO"
"CUNDINAMARCA","25","FUSAGASUGÁ","25,290","CDVD","2,024","5","59,000,000","URBANO"
"CUNDINAMARCA","25","MEDINA","25,438","CMC","2,025","61","951,600,000","URBANO"
"CUNDINAMARCA","25","SOACHA","25,754","CMC","2,025","73","780,214,073","URBANO"
"GUAVIARE","95","SAN JOSÉ DEL GUAVIARE","95,001","CMC","2,025","118","1,713,120,000","URBANO"
"HUILA","41","AGRADO","41,013","CMC","2,025","43","670,800,000","URBANO"
"HUILA","41","ALTAMIRA","41,026","CMC","2,025","40","624,000,000","URBANO"
"HUILA","41","COLOMBIA","41,206","CMC","2,025","27","421,200,000","URBANO"
"HUILA","41","GUADALUPE","41,319","CMC","2,025","43","670,800,000","URBANO"
"HUILA","41","NEIVA","41,001","CDVD","2,020","151","1,485,590,799","URBANO"
"HUILA","41","NEIVA","41,001","CDVD","2,021","710","7,022,188,267","URBANO"
"HUILA","41","NEIVA","41,001","CMC","2,024","37","577,200,000","URBANO"
"HUILA","41","NEIVA","41,001","CMC","2,025","73","1,138,795,435","URBANO"
"HUILA","41","PALERMO","41,524","CMC","2,025","46","717,600,000","URBANO"
"HUILA","41","SAN AGUSTÍN","41,668","CMC","2,024","29","408,720,000","URBANO"
"HUILA","41","TARQUI","41,791","CMC","2,025","32","499,200,000","URBANO"
"HUILA","41","TERUEL","41,801","CMC","2,025","42","655,200,000","URBANO"
"LA GUAJIRA","44","ALBANIA","44,035","CMC","2,025","213","2,964,960,000","URBANO"
"LA GUAJIRA","44","BARRANCAS","44,078","CMC","2,024","19","264,480,000","URBANO"
"LA GUAJIRA","44","BARRANCAS","44,078","CMC","2,025","209","2,958,000,000","URBANO"
"LA GUAJIRA","44","DIBULLA","44,090","CMC","2,025","212","2,951,040,000","URBANO"
"LA GUAJIRA","44","DISTRACCIÓN","44,098","CMC","2,025","172","2,394,240,000","URBANO"
"LA GUAJIRA","44","EL MOLINO","44,110","CMC","2,024","96","1,336,242,372","URBANO"
"LA GUAJIRA","44","EL MOLINO","44,110","CMC","2,025","115","1,600,800,000","URBANO"
"LA GUAJIRA","44","FONSECA","44,279","CDVD","2,025","171","2,667,319,558","URBANO"
"LA GUAJIRA","44","HATONUEVO","44,378","CMC","2,024","25","348,000,000","URBANO"
"LA GUAJIRA","44","HATONUEVO","44,378","CMC","2,025","220","3,126,240,000","URBANO"
"LA GUAJIRA","44","LA JAGUA DEL PILAR","44,420","CMC","2,024","10","139,200,000","URBANO"
"LA GUAJIRA","44","LA JAGUA DEL PILAR","44,420","CMC","2,025","191","2,658,720,000","URBANO"
"LA GUAJIRA","44","MAICAO","44,430","CMC","2,024","7","97,440,000","URBANO"
"LA GUAJIRA","44","MAICAO","44,430","CMC","2,025","162","2,407,920,000","URBANO"
"LA GUAJIRA","44","MANAURE","44,560","CMC","2,024","32","445,440,000","URBANO"
"LA GUAJIRA","44","MANAURE","44,560","CMC","2,025","228","3,256,080,000","URBANO"
"LA GUAJIRA","44","RIOHACHA","44,001","CDVD","2,020","21","207,698,932","URBANO"
"LA GUAJIRA","44","RIOHACHA","44,001","CDVD","2,021","151","1,493,221,947","URBANO"
"LA GUAJIRA","44","RIOHACHA","44,001","CMC","2,025","243","3,598,939,754","URBANO"
"LA GUAJIRA","44","SAN JUAN DEL CESAR","44,650","CDVD","2,025","171","2,666,591,105","URBANO"
"LA GUAJIRA","44","URIBIA","44,847","CMC","2,024","36","501,120,000","URBANO"
"LA GUAJIRA","44","URIBIA","44,847","CMC","2,025","187","2,614,800,000","URBANO"
"LA GUAJIRA","44","URUMITA","44,855","CMC","2,024","95","1,322,332,510","URBANO"
"LA GUAJIRA","44","URUMITA","44,855","CMC","2,025","126","1,753,920,000","URBANO"
"LA GUAJIRA","44","VILLANUEVA","44,874","CMC","2,024","34","473,280,000","URBANO"
"LA GUAJIRA","44","VILLANUEVA","44,874","CMC","2,025","196","2,728,320,000","URBANO"
"MAGDALENA","47","ALGARROBO","47,030","CMC","2,024","67","1,044,191,507","URBANO"
"MAGDALENA","47","ALGARROBO","47,030","CMC","2,025","215","3,353,325,010","URBANO"
"MAGDALENA","47","CIÉNAGA","47,189","CMC","2,024","13","202,800,000","URBANO"
"MAGDALENA","47","CIÉNAGA","47,189","CMC","2,025","112","1,747,200,000","URBANO"
"MAGDALENA","47","EL PIÑÓN","47,258","CMC","2,025","6","93,600,000","URBANO"
"MAGDALENA","47","FUNDACIÓN","47,288","CMC","2,024","51","795,600,000","URBANO"
"MAGDALENA","47","FUNDACIÓN","47,288","CMC","2,025","218","3,400,799,314","URBANO"
"MAGDALENA","47","NUEVA GRANADA","47,460","CMC","2,024","54","841,152,415","URBANO"
"MAGDALENA","47","NUEVA GRANADA","47,460","CMC","2,025","68","1,060,212,881","URBANO"
"MAGDALENA","47","PIVIJAY","47,551","CMC","2,024","126","1,960,485,895","URBANO"
"MAGDALENA","47","PIVIJAY","47,551","CMC","2,025","197","3,073,199,425","URBANO"
"MAGDALENA","47","PLATO","47,555","CMC","2,025","7","109,200,000","URBANO"
"MAGDALENA","47","SABANAS DE SAN ÁNGEL","47,660","CMC","2,025","98","1,528,655,936","URBANO"
"MAGDALENA","47","SAN SEBASTIÁN DE BUENAVISTA","47,692","CMC","2,025","17","265,200,000","URBANO"
"MAGDALENA","47","SANTA BÁRBARA DE PINTO","47,720","CMC","2,024","91","1,408,936,591","URBANO"
"MAGDALENA","47","SANTA BÁRBARA DE PINTO","47,720","CMC","2,025","99","1,540,336,474","URBANO"
"MAGDALENA","47","SANTA MARTA","47,001","CDVD","2,020","10","99,097,778","URBANO"
"MAGDALENA","47","SANTA MARTA","47,001","CDVD","2,021","265","2,630,207,786","URBANO"
"MAGDALENA","47","SANTA MARTA","47,001","CMC","2,024","13","202,800,000","URBANO"
"MAGDALENA","47","SANTA MARTA","47,001","CMC","2,025","214","3,338,400,000","URBANO"
"MAGDALENA","47","SITIONUEVO","47,745","CMC","2,024","12","187,200,000","URBANO"
"MAGDALENA","47","SITIONUEVO","47,745","CMC","2,025","246","3,837,600,000","URBANO"
"MAGDALENA","47","ZAPAYÁN","47,960","CMC","2,024","153","2,386,800,000","URBANO"
"MAGDALENA","47","ZAPAYÁN","47,960","CMC","2,025","99","1,544,400,000","URBANO"
"META","50","PUERTO LLERAS","50,577","CMC","2,025","77","1,071,840,000","URBANO"
"META","50","PUERTO RICO","50,590","CMC","2,025","73","1,016,160,000","URBANO"
"META","50","SAN CARLOS DE GUAROA","50,680","CMC","2,024","65","964,636,772","URBANO"
"META","50","SAN CARLOS DE GUAROA","50,680","CMC","2,025","43","670,800,000","URBANO"
"META","50","VILLAVICENCIO","50,001","CDVD","2,022","216","2,572,684,730","URBANO"
"META","50","VILLAVICENCIO","50,001","CDVD","2,023","2","22,999,778","URBANO"
"META","50","VILLAVICENCIO","50,001","CDVD","2,024","189","2,317,835,215","URBANO"
"META","50","VISTAHERMOSA","50,711","CMC","2,025","74","1,030,080,000","URBANO"
"NARIÑO","52","ALBÁN","52,019","CMC","2,025","12","187,200,000","URBANO"
"NARIÑO","52","ALDANA","52,022","CMC","2,025","8","124,800,000","URBANO"
"NARIÑO","52","BARBACOAS","52,079","CMC","2,025","76","1,057,920,000","URBANO"
"NARIÑO","52","COLÓN","52,203","CMC","2,025","62","967,200,000","URBANO"
"NARIÑO","52","CONTADERO","52,210","CMC","2,025","3","46,800,000","URBANO"
"NARIÑO","52","CÓRDOBA","52,215","CMC","2,025","5","78,000,000","URBANO"
"NARIÑO","52","CUASPUD CARLOSAMA","52,224","CMC","2,025","3","46,800,000","URBANO"
"NARIÑO","52","CUMBAL","52,227","CMC","2,025","38","592,800,000","URBANO"
"NARIÑO","52","FUNES","52,287","CMC","2,025","2","31,200,000","URBANO"
"NARIÑO","52","GUACHUCAL","52,317","CMC","2,025","5","78,000,000","URBANO"
"NARIÑO","52","ILES","52,352","CMC","2,025","9","140,400,000","URBANO"
"NARIÑO","52","IPIALES","52,356","CMC","2,025","10","156,000,000","URBANO"
"NARIÑO","52","LA CRUZ","52,378","CMC","2,025","39","608,400,000","URBANO"
"NARIÑO","52","LA TOLA","52,390","CMC","2,025","80","1,113,600,000","URBANO"
"NARIÑO","52","LA UNIÓN","52,399","CMC","2,025","40","624,000,000","URBANO"
"NARIÑO","52","LEIVA","52,405","CMC","2,025","75","1,044,000,000","URBANO"
"NARIÑO","52","LOS ANDES","52,418","CMC","2,025","78","1,085,608,045","URBANO"
"NARIÑO","52","MALLAMA","52,435","CMC","2,025","4","62,400,000","URBANO"
"NARIÑO","52","PASTO","52,001","CDVD","2,020","273","2,589,472,292","URBANO"
"NARIÑO","52","PASTO","52,001","CDVD","2,021","296","2,904,943,811","URBANO"
"NARIÑO","52","PASTO","52,001","CDVD","2,022","220","2,640,000,000","URBANO"
"NARIÑO","52","PASTO","52,001","CMC","2,024","137","2,135,533,344","URBANO"
"NARIÑO","52","PASTO","52,001","CMC","2,025","243","3,525,388,602","URBANO"
"NARIÑO","52","POTOSÍ","52,560","CMC","2,025","4","62,400,000","URBANO"
"NARIÑO","52","PUERRES","52,573","CMC","2,025","3","46,800,000","URBANO"
"NARIÑO","52","PUPIALES","52,585","CMC","2,025","3","46,800,000","URBANO"
"NARIÑO","52","RICAURTE","52,612","CMC","2,025","70","1,031,520,000","URBANO"
"NARIÑO","52","ROBERTO PAYÁN","52,621","CMC","2,025","77","1,071,840,000","URBANO"
"NARIÑO","52","SAN ANDRÉS DE TUMACO","52,835","CMC","2,024","92","1,350,185,351","URBANO"
"NARIÑO","52","SAN ANDRÉS DE TUMACO","52,835","CMC","2,025","544","8,486,396,905","URBANO"
"NARIÑO","52","SAN PABLO","52,693","CMC","2,025","38","592,800,000","URBANO"
"NARIÑO","52","SANDONÁ","52,683","CMC","2,025","40","624,000,000","URBANO"
"NARIÑO","52","SAPUYES","52,720","CMC","2,025","39","608,400,000","URBANO"
"NARIÑO","52","TANGUA","52,788","CMC","2,025","1","15,600,000","URBANO"
"NARIÑO","52","TÚQUERRES","52,838","CMC","2,025","27","421,200,000","URBANO"
"NARIÑO","52","YACUANQUER","52,885","CMC","2,025","36","561,599,567","URBANO"
"NORTE DE SANTANDER","54","ARBOLEDAS","54,051","CMC","2,025","34","530,400,000","URBANO"
"NORTE DE SANTANDER","54","CONVENCIÓN","54,206","CMC","2,025","77","1,071,332,030","URBANO"
"NORTE DE SANTANDER","54","CUCUTILLA","54,223","CMC","2,025","27","421,190,725","URBANO"
"NORTE DE SANTANDER","54","EL ZULIA","54,261","CMC","2,025","50","780,000,000","URBANO"
"NORTE DE SANTANDER","54","HACARÍ","54,344","CMC","2,025","79","1,091,705,637","URBANO"
"NORTE DE SANTANDER","54","LABATECA","54,377","CMC","2,025","28","436,800,000","URBANO"
"NORTE DE SANTANDER","54","PUERTO SANTANDER","54,553","CMC","2,025","75","1,170,000,000","URBANO"
"NORTE DE SANTANDER","54","SAN CALIXTO","54,670","CMC","2,025","79","1,099,673,418","URBANO"
"NORTE DE SANTANDER","54","SAN JOSÉ DE CÚCUTA","54,001","CDVD","2,024","28","436,754,101","URBANO"
"NORTE DE SANTANDER","54","SAN JOSÉ DE CÚCUTA","54,001","CDVD","2,025","144","2,246,210,778","URBANO"
"NORTE DE SANTANDER","54","SAN JOSÉ DE CÚCUTA","54,001","CMC","2,025","47","733,200,000","URBANO"
"NORTE DE SANTANDER","54","SARDINATA","54,720","CMC","2,025","151","2,234,268,175","URBANO"
"NORTE DE SANTANDER","54","TEORAMA","54,800","CMC","2,025","78","1,085,742,806","URBANO"
"NORTE DE SANTANDER","54","TIBÚ","54,810","CMC","2,025","73","1,016,097,309","URBANO"
"PUTUMAYO","86","MOCOA","86,001","CDVD","2,022","220","2,618,243,839","URBANO"
"PUTUMAYO","86","MOCOA","86,001","CDVD","2,023","3","35,994,055","URBANO"
"PUTUMAYO","86","PUERTO ASÍS","86,568","CMC","2,025","104","1,751,028,828","URBANO"
"PUTUMAYO","86","PUERTO GUZMÁN","86,571","CMC","2,025","14","233,902,782","URBANO"
"PUTUMAYO","86","SAN MIGUEL","86,757","CMC","2,025","61","849,120,000","URBANO"
"PUTUMAYO","86","VILLAGARZÓN","86,885","CMC","2,025","49","682,078,461","URBANO"
"QUINDÍO","63","ARMENIA","63,001","CDVD","2,023","219","2,626,378,331","URBANO"
"QUINDÍO","63","ARMENIA","63,001","CMC","2,025","65","1,014,000,000","URBANO"
"QUINDÍO","63","BUENAVISTA","63,111","CMC","2,025","25","273,000,000","URBANO"
"QUINDÍO","63","CALARCÁ","63,130","CMC","2,025","30","327,600,000","URBANO"
"QUINDÍO","63","CIRCASIA","63,190","CMC","2,025","25","273,000,000","URBANO"
"QUINDÍO","63","CÓRDOBA","63,212","CMC","2,025","25","273,000,000","URBANO"
"QUINDÍO","63","FILANDIA","63,272","CMC","2,025","25","273,000,000","URBANO"
"QUINDÍO","63","GÉNOVA","63,302","CMC","2,025","20","218,400,000","URBANO"
"QUINDÍO","63","LA TEBAIDA","63,401","CMC","2,025","40","436,800,000","URBANO"
"QUINDÍO","63","PIJAO","63,548","CMC","2,025","26","283,920,000","URBANO"
"QUINDÍO","63","SALENTO","63,690","CMC","2,025","35","382,200,000","URBANO"
"SANTANDER","68","BUCARAMANGA","68,001","CDVD","2,021","147","1,587,064,311","URBANO"
"SANTANDER","68","BUCARAMANGA","68,001","CDVD","2,022","95","1,032,602,827","URBANO"
"SANTANDER","68","BUCARAMANGA","68,001","CMC","2,025","505","3,938,097,405","URBANO"
"SANTANDER","68","CERRITO","68,162","CMC","2,025","25","273,000,000","URBANO"
"SANTANDER","68","CHIMA","68,176","CMC","2,025","24","262,080,000","URBANO"
"SANTANDER","68","CIMITARRA","68,190","CMC","2,025","12","131,040,000","URBANO"
"SANTANDER","68","COROMORO","68,217","CMC","2,025","27","294,840,000","URBANO"
"SANTANDER","68","GUAVATÁ","68,324","CMC","2,025","27","294,840,000","URBANO"
"SANTANDER","68","LA PAZ","68,397","CMC","2,025","26","283,920,000","URBANO"
"SANTANDER","68","PALMAS DEL SOCORRO","68,524","CMC","2,025","27","294,840,000","URBANO"
"SANTANDER","68","PÁRAMO","68,533","CMC","2,025","26","283,920,000","URBANO"
"SANTANDER","68","PUERTO PARRA","68,573","CMC","2,025","23","251,160,000","URBANO"
"SANTANDER","68","SUAITA","68,770","CMC","2,025","26","283,920,000","URBANO"
"SANTANDER","68","TONA","68,820","CMC","2,025","27","294,840,000","URBANO"
"SUCRE","70","BUENAVISTA","70,110","CMC","2,025","80","873,600,000","URBANO"
"SUCRE","70","COROZAL","70,215","CMC","2,025","77","840,840,000","URBANO"
"SUCRE","70","LA UNIÓN","70,400","CMC","2,025","216","3,369,600,000","URBANO"
"SUCRE","70","LOS PALMITOS","70,418","CMC","2,025","78","1,085,760,000","URBANO"
"SUCRE","70","MORROA","70,473","CMC","2,025","79","1,099,680,000","URBANO"
"SUCRE","70","PALMITO","70,523","CMC","2,025","78","1,085,760,000","URBANO"
"SUCRE","70","SAN BENITO ABAD","70,678","CMC","2,025","117","1,825,153,588","URBANO"
"SUCRE","70","SAN JOSÉ DE TOLUVIEJO","70,823","CMC","2,025","78","1,085,760,000","URBANO"
"SUCRE","70","SAN MARCOS","70,708","CMC","2,025","29","452,400,000","URBANO"
"SUCRE","70","SAN ONOFRE","70,713","CMC","2,025","51","795,600,000","URBANO"
"SUCRE","70","SAN PEDRO","70,717","CMC","2,025","30","327,600,000","URBANO"
"SUCRE","70","SINCELEJO","70,001","CDVD","2,021","37","401,585,666","URBANO"
"SUCRE","70","SINCELEJO","70,001","CDVD","2,022","207","2,244,100,609","URBANO"
"SUCRE","70","SINCELEJO","70,001","CDVD","2,024","202","2,647,538,499","URBANO"
"SUCRE","70","SINCELEJO","70,001","CDVD","2,025","83","1,153,559,290","URBANO"
"TOLIMA","73","ATACO","73,067","CMC","2,025","3","46,779,293","URBANO"
"TOLIMA","73","CHAPARRAL","73,168","CMC","2,025","26","405,580,927","URBANO"
"TOLIMA","73","IBAGUÉ","73,001","CDVD","2,020","344","3,313,150,775","URBANO"
"TOLIMA","73","IBAGUÉ","73,001","CDVD","2,021","554","5,279,751,713","URBANO"
"TOLIMA","73","IBAGUÉ","73,001","CDVD","2,022","569","6,740,695,026","URBANO"
"TOLIMA","73","IBAGUÉ","73,001","CDVD","2,023","150","1,793,061,254","URBANO"
"TOLIMA","73","MELGAR","73,449","CMC","2,024","90","1,351,920,000","URBANO"
"TOLIMA","73","MELGAR","73,449","CMC","2,025","197","3,073,200,000","URBANO"
"TOLIMA","73","RIOBLANCO","73,616","CMC","2,024","4","55,680,000","URBANO"
"TOLIMA","73","RIOBLANCO","73,616","CMC","2,025","75","1,043,726,639","URBANO"
"VALLE DEL CAUCA","76","BOLÍVAR","76,100","CMC","2,025","35","419,381,830","URBANO"
"VALLE DEL CAUCA","76","BUENAVENTURA","76,109","CDVD","2,021","175","1,679,448,936","URBANO"
"VALLE DEL CAUCA","76","BUENAVENTURA","76,109","CDVD","2,025","144","2,246,400,000","URBANO"
"VALLE DEL CAUCA","76","BUENAVENTURA","76,109","CMC","2,025","47","668,082,084","URBANO"
"VALLE DEL CAUCA","76","CARTAGO","76,147","CMC","2,024","15","222,240,000","URBANO"
"VALLE DEL CAUCA","76","CARTAGO","76,147","CMC","2,025","41","505,746,506","URBANO"
"VALLE DEL CAUCA","76","DAGUA","76,233","CMC","2,025","24","287,576,112","URBANO"
"VALLE DEL CAUCA","76","EL ÁGUILA","76,243","CMC","2,025","25","299,558,450","URBANO"
"VALLE DEL CAUCA","76","EL CAIRO","76,246","CMC","2,025","11","131,805,718","URBANO"
"VALLE DEL CAUCA","76","EL DOVIO","76,250","CMC","2,024","3","46,800,000","URBANO"
"VALLE DEL CAUCA","76","EL DOVIO","76,250","CMC","2,025","17","229,023,380","URBANO"
"VALLE DEL CAUCA","76","FLORIDA","76,275","CMC","2,025","54","647,046,252","URBANO"
"VALLE DEL CAUCA","76","JAMUNDÍ","76,364","CMC","2,025","51","795,600,000","URBANO"
"VALLE DEL CAUCA","76","PALMIRA","76,520","CMC","2,025","41","485,284,689","URBANO"
"VALLE DEL CAUCA","76","PRADERA","76,563","CMC","2,025","23","275,593,774","URBANO"
"VALLE DEL CAUCA","76","ROLDANILLO","76,622","CMC","2,025","21","251,629,098","URBANO"
"VALLE DEL CAUCA","76","SANTIAGO DE CALI","76,001","CDVD","2,020","45","444,718,050","URBANO"
"VALLE DEL CAUCA","76","SANTIAGO DE CALI","76,001","CDVD","2,021","322","3,155,478,242","URBANO"
"VALLE DEL CAUCA","76","SANTIAGO DE CALI","76,001","CMC","2,025","501","3,424,942,591","URBANO"
"VALLE DEL CAUCA","76","TULUÁ","76,834","CDVD","2,022","243","2,649,261,816","URBANO"
"VALLE DEL CAUCA","76","TULUÁ","76,834","CMC","2,025","41","485,284,689","URBANO"
"VICHADA","99","PUERTO CARREÑO","99,001","CMC","2,025","49","764,338,694","URBANO"
"ANTIOQUIA","5","ABRIAQUI","5,004","Mi Casa Ya","2,024","28","1,066,000,000","URBANO"
"ANTIOQUIA","5","ALEJANDRIA","5,021","Mi Casa Ya","2,023","14","429,200,000","URBANO"
"ANTIOQUIA","5","ALEJANDRIA","5,021","Mi Casa Ya","2,024","2","65,000,000","URBANO"
"ANTIOQUIA","5","ANDES","5,034","Mi Casa Ya","2,022","45","944,387,280","URBANO"
"ANTIOQUIA","5","ANDES","5,034","Mi Casa Ya","2,023","1","23,200,000","URBANO"
"ANTIOQUIA","5","ANDES","5,034","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"ANTIOQUIA","5","ANGOSTURA","5,038","Mi Casa Ya","2,022","1","30,000,000","URBANO"
"ANTIOQUIA","5","ANGOSTURA","5,038","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"ANTIOQUIA","5","APARTADO","5,045","Mi Casa Ya","2,022","74","1,597,984,100","URBANO"
"ANTIOQUIA","5","APARTADO","5,045","Mi Casa Ya","2,023","204","4,814,000,000","URBANO"
"ANTIOQUIA","5","APARTADO","5,045","Mi Casa Ya","2,024","92","2,509,000,000","URBANO"
"ANTIOQUIA","5","ARBOLETES","5,051","Mi Casa Ya","2,022","37","1,059,937,860","URBANO"
"ANTIOQUIA","5","ARBOLETES","5,051","Mi Casa Ya","2,023","7","243,600,000","URBANO"
"ANTIOQUIA","5","ARBOLETES","5,051","Mi Casa Ya","2,024","7","260,000,000","URBANO"
"ANTIOQUIA","5","BELLO","5,088","Mi Casa Ya","2,022","1,075","22,739,468,160","URBANO"
"ANTIOQUIA","5","BELLO","5,088","Mi Casa Ya","2,023","317","7,848,400,000","URBANO"
"ANTIOQUIA","5","BELLO","5,088","Mi Casa Ya","2,024","401","11,401,000,000","URBANO"
"ANTIOQUIA","5","BELLO","5,088","Mi Casa Ya","2,025","8","270,465,000","URBANO"
"ANTIOQUIA","5","CALDAS","5,129","Mi Casa Ya","2,022","12","250,000,000","URBANO"
"ANTIOQUIA","5","CALDAS","5,129","Mi Casa Ya","2,023","5","116,000,000","URBANO"
"ANTIOQUIA","5","CALDAS","5,129","Mi Casa Ya","2,024","14","403,000,000","URBANO"
"ANTIOQUIA","5","CAMPAMENTO","5,134","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"ANTIOQUIA","5","CARAMANTA","5,145","Mi Casa Ya","2,022","1","27,255,780","URBANO"
"ANTIOQUIA","5","CAREPA","5,147","Mi Casa Ya","2,022","37","861,705,200","URBANO"
"ANTIOQUIA","5","CAREPA","5,147","Mi Casa Ya","2,023","11","324,800,000","URBANO"
"ANTIOQUIA","5","CAREPA","5,147","Mi Casa Ya","2,024","39","1,079,000,000","URBANO"
"ANTIOQUIA","5","CAREPA","5,147","Mi Casa Ya","2,025","1","42,705,000","URBANO"
"ANTIOQUIA","5","CARMEN DE VIBORAL","5,148","Mi Casa Ya","2,022","47","1,050,000,000","URBANO"
"ANTIOQUIA","5","CARMEN DE VIBORAL","5,148","Mi Casa Ya","2,023","9","232,000,000","URBANO"
"ANTIOQUIA","5","CARMEN DE VIBORAL","5,148","Mi Casa Ya","2,024","74","1,989,000,000","URBANO"
"ANTIOQUIA","5","CARMEN DE VIBORAL","5,148","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"ANTIOQUIA","5","CAUCASIA","5,154","Mi Casa Ya","2,022","10","245,426,300","URBANO"
"ANTIOQUIA","5","CAUCASIA","5,154","Mi Casa Ya","2,023","36","1,183,200,000","URBANO"
"ANTIOQUIA","5","CAUCASIA","5,154","Mi Casa Ya","2,024","26","936,000,000","URBANO"
"ANTIOQUIA","5","CAUCASIA","5,154","Mi Casa Ya","2,025","4","156,585,000","URBANO"
"ANTIOQUIA","5","CHIGORODO","5,172","Mi Casa Ya","2,022","28","709,875,720","URBANO"
"ANTIOQUIA","5","CHIGORODO","5,172","Mi Casa Ya","2,023","37","986,000,000","URBANO"
"ANTIOQUIA","5","CHIGORODO","5,172","Mi Casa Ya","2,024","95","2,912,000,000","URBANO"
"ANTIOQUIA","5","CHIGORODO","5,172","Mi Casa Ya","2,025","4","142,350,000","URBANO"
"ANTIOQUIA","5","CIUDAD BOLIVAR","5,101","Mi Casa Ya","2,022","41","1,017,193,640","URBANO"
"ANTIOQUIA","5","CIUDAD BOLIVAR","5,101","Mi Casa Ya","2,023","20","533,600,000","URBANO"
"ANTIOQUIA","5","CIUDAD BOLIVAR","5,101","Mi Casa Ya","2,024","3","91,000,000","URBANO"
"ANTIOQUIA","5","COCORNA","5,197","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"ANTIOQUIA","5","COCORNA","5,197","Mi Casa Ya","2,023","8","185,600,000","URBANO"
"ANTIOQUIA","5","COCORNA","5,197","Mi Casa Ya","2,024","8","208,000,000","URBANO"
"ANTIOQUIA","5","COCORNA","5,197","Mi Casa Ya","2,025","3","99,645,000","URBANO"
"ANTIOQUIA","5","CONCORDIA","5,209","Mi Casa Ya","2,022","7","207,255,780","URBANO"
"ANTIOQUIA","5","CONCORDIA","5,209","Mi Casa Ya","2,023","6","162,400,000","URBANO"
"ANTIOQUIA","5","COPACABANA","5,212","Mi Casa Ya","2,022","63","1,297,797,680","URBANO"
"ANTIOQUIA","5","COPACABANA","5,212","Mi Casa Ya","2,023","31","835,200,000","URBANO"
"ANTIOQUIA","5","COPACABANA","5,212","Mi Casa Ya","2,024","34","1,027,000,000","URBANO"
"ANTIOQUIA","5","DON MATIAS","5,237","Mi Casa Ya","2,022","4","107,255,780","URBANO"
"ANTIOQUIA","5","ENTRERRIOS","5,264","Mi Casa Ya","2,022","7","178,170,520","URBANO"
"ANTIOQUIA","5","ENTRERRIOS","5,264","Mi Casa Ya","2,023","9","290,000,000","URBANO"
"ANTIOQUIA","5","ENTRERRIOS","5,264","Mi Casa Ya","2,024","2","52,000,000","URBANO"
"ANTIOQUIA","5","ENVIGADO","5,266","Mi Casa Ya","2,022","39","939,937,860","URBANO"
"ANTIOQUIA","5","ENVIGADO","5,266","Mi Casa Ya","2,023","12","336,400,000","URBANO"
"ANTIOQUIA","5","ENVIGADO","5,266","Mi Casa Ya","2,024","125","3,497,000,000","URBANO"
"ANTIOQUIA","5","ENVIGADO","5,266","Mi Casa Ya","2,025","3","113,880,000","URBANO"
"ANTIOQUIA","5","GIRARDOTA","5,308","Mi Casa Ya","2,022","3","80,000,000","URBANO"
"ANTIOQUIA","5","GIRARDOTA","5,308","Mi Casa Ya","2,023","20","522,000,000","URBANO"
"ANTIOQUIA","5","GIRARDOTA","5,308","Mi Casa Ya","2,024","6","182,000,000","URBANO"
